uuid,datetime_recorded,med_start_time,med_prob,msc_start_time,msc_end_time,med_stop_time,ae aegypti,an arabiensis,an coustani,an funestus ss,an squamosus,culex pipiens complex,ma africanus,ma uniformis
b6ad50e1ebacb386,2021-03-19 19:44:17.956,0.0,0.7978,0.0,1.92,1.92,0.00027226508245803416,0.1464589685201645,0.0009257965721189976,0.1985872983932495,0.0011407481506466866,0.6390952467918396,0.0033999562729150057,0.010119647718966007
b6ad50e1ebacb386,2021-03-19 19:44:17.956,1.92,0.7978,1.92,3.84,3.84,6.643508822889999e-05,0.3723281919956207,0.00012957585568074137,0.06767205148935318,0.00033882976276800036,0.5469358563423157,0.002865792019292712,0.00966331735253334
b6ad50e1ebacb386,2021-03-19 19:44:17.956,3.84,0.7978,3.84,5.76,5.76,0.0008306016097776592,0.3119741678237915,0.002473707078024745,0.5965225696563721,0.00937130581587553,0.05449649319052696,0.017230670899152756,0.007100441958755255
b6ad50e1ebacb386,2021-03-19 19:44:17.956,5.76,0.7978,5.76,7.68,7.68,0.00011675771384034306,0.14879490435123444,0.00021284408285282552,0.08655165135860443,0.009455310180783272,0.7458688616752625,0.0015453058294951916,0.00745436130091548
b6ad50e1ebacb386,2021-03-19 19:44:17.956,7.68,0.7978,7.68,9.6,9.6,0.00041792241972871125,0.08547790348529816,0.00041488613351248205,0.8096969723701477,0.0012920669978484511,0.050778258591890335,0.02305150218307972,0.028870511800050735
b6ad50e1ebacb386,2021-03-19 19:44:17.956,9.6,0.7978,9.6,11.52,11.52,4.0127892134478316e-05,0.005055882502347231,2.8634169211727567e-05,0.004688034299761057,0.000571970536839217,0.9875308871269226,0.0018228527624160051,0.00026159590925090015
b6ad50e1ebacb386,2021-03-19 19:44:17.956,11.52,0.7978,11.52,13.44,13.44,0.00012329130549915135,0.12885908782482147,8.481974509777501e-05,0.467809796333313,0.0002705270890146494,0.3974122405052185,0.0029888786375522614,0.0024512915406376123
b6ad50e1ebacb386,2021-03-19 19:44:17.956,13.44,0.7978,13.44,15.36,15.36,0.0002191092644352466,0.1743008941411972,0.0002519215049687773,0.005458398722112179,0.009945954196155071,0.39940735697746277,0.003761576721444726,0.4066547751426697
b6ad50e1ebacb386,2021-03-19 19:44:17.956,15.36,0.7978,15.36,17.28,17.28,0.0011793446028605103,0.14730234444141388,0.00039802788523957133,0.1564883142709732,0.001746439142152667,0.6581891179084778,0.019403237849473953,0.015293081291019917
b6ad50e1ebacb386,2021-03-19 19:44:17.956,17.28,0.7978,17.28,19.200000000000003,19.200000000000003,1.6901456547202542e-05,0.9500849843025208,2.7394871722208336e-05,0.008606860414147377,0.00012423782027326524,0.03986724466085434,0.00027312920428812504,0.0009992033010348678
b6ad50e1ebacb386,2021-03-19 19:44:17.956,19.2,0.7978,19.2,21.119999999999997,21.119999999999997,0.000610753835644573,0.5047662854194641,0.0037208518479019403,0.09651808440685272,0.0051786694675683975,0.3606460392475128,0.004093550145626068,0.024465778842568398
b6ad50e1ebacb386,2021-03-19 19:44:17.956,21.12,0.7978,21.12,23.04,23.04,0.0008951491909101605,0.42592328786849976,0.004784733522683382,0.4601810872554779,0.007118429988622665,0.08662199974060059,0.0030638794414699078,0.011411466635763645
b6ad50e1ebacb386,2021-03-19 19:44:17.956,23.04,0.7978,23.04,24.96,24.96,0.0011127551551908255,0.3051208257675171,0.0020180335268378258,0.30036118626594543,0.007586544379591942,0.2703133523464203,0.016784988343715668,0.09670231491327286
b6ad50e1ebacb386,2021-03-19 19:44:17.956,24.96,0.7978,24.96,26.880000000000003,26.880000000000003,4.263821028871462e-05,0.03023805469274521,5.013340341974981e-05,0.0009046019404195249,0.00019344384782016277,0.9675750732421875,0.0005728109390474856,0.0004231695202179253
b6ad50e1ebacb386,2021-03-19 19:44:17.956,26.88,0.7978,26.88,28.799999999999997,28.799999999999997,4.723944948636927e-05,0.888791024684906,0.00016840298485476524,0.015977738425135612,0.0022632915060967207,0.08854709565639496,0.0012602395145222545,0.0029449686408042908
b6ad50e1ebacb386,2021-03-19 19:44:17.956,28.8,0.7978,28.8,30.72,30.72,0.0007048003608360887,0.10040542483329773,0.0013859535101801157,0.46182572841644287,0.004200726747512817,0.32264161109924316,0.029879312962293625,0.0789564922451973
b6ad50e1ebacb386,2021-03-19 19:44:17.956,30.72,0.7978,30.72,32.64,32.64,0.0005343431257642806,0.08721614629030228,0.0015277661150321364,0.6766332387924194,0.002319356892257929,0.21787486970424652,0.008656306192278862,0.005238053854554892
b6ad50e1ebacb386,2021-03-19 19:44:17.956,32.64,0.7978,32.64,34.56,34.56,0.000261366949416697,0.027229484170675278,0.0008055599755607545,0.6576231718063354,0.004450218752026558,0.19832423329353333,0.0755997970700264,0.03570619598031044
b6ad50e1ebacb386,2021-03-19 19:44:17.956,34.56,0.7978,34.56,36.480000000000004,36.480000000000004,0.000625437474809587,0.36138924956321716,0.001288203289732337,0.15626993775367737,0.015071259811520576,0.21884889900684357,0.14333409070968628,0.10317286103963852
b6ad50e1ebacb386,2021-03-19 19:44:17.956,36.48,0.7978,36.48,38.4,38.4,2.8311513233347796e-05,0.6603789925575256,0.0002745107631199062,0.017061756923794746,0.00036008525057695806,0.31758004426956177,0.0008252579718828201,0.003490990027785301
b6ad50e1ebacb386,2021-03-19 19:44:17.956,38.4,0.7978,38.4,40.32,40.32,0.0009983530035242438,0.1732054352760315,0.004381229169666767,0.20563967525959015,0.048647575080394745,0.25712889432907104,0.03078027442097664,0.27921855449676514
b6ad50e1ebacb386,2021-03-19 19:44:17.956,40.32,0.7978,40.32,42.24,42.24,3.3795069612096995e-05,0.7901791334152222,0.0024124542251229286,0.004998750053346157,0.0002176137495553121,0.18646948039531708,0.00047022997750900686,0.0152185233309865
b6ad50e1ebacb386,2021-03-19 19:44:17.956,42.24,0.7978,42.24,44.160000000000004,44.160000000000004,0.0016595748020336032,0.1387641280889511,0.003512390423566103,0.23479308187961578,0.023230314254760742,0.3633488714694977,0.013722061179578304,0.22096960246562958
b6ad50e1ebacb386,2021-03-19 19:44:17.956,44.16,0.7978,44.16,46.08,46.08,0.00011541115236468613,0.8389257192611694,0.0017955059884116054,0.04135613143444061,0.0004948346759192646,0.06332959979772568,0.0018831973429769278,0.052099671214818954
b6ad50e1ebacb386,2021-03-19 19:44:17.956,46.08,0.7978,46.08,48.0,48.0,0.00012111430987715721,0.7765923142433167,0.00039013460627757013,0.08111260831356049,0.003437212435528636,0.032488755881786346,0.0028435864951461554,0.10301432758569717
b6ad50e1ebacb386,2021-03-19 19:44:17.956,48.0,0.7978,48.0,49.92,49.92,0.003922696691006422,0.07609225064516068,0.005029073916375637,0.7408040761947632,0.014874298125505447,0.06067943572998047,0.015004708431661129,0.08359351009130478
b6ad50e1ebacb386,2021-03-19 19:44:17.956,49.92,0.7978,49.92,51.84,51.84,0.0019308914197608829,0.26829105615615845,0.005857363808900118,0.11665678024291992,0.017904577776789665,0.4517269730567932,0.029513942077755928,0.1081184670329094
b6ad50e1ebacb386,2021-03-19 19:44:17.956,51.84,0.7978,51.84,53.760000000000005,53.760000000000005,0.0005432689795270562,0.09665415436029434,0.0008824321557767689,0.4764775335788727,0.0019242474809288979,0.39256447553634644,0.004422853700816631,0.02653108723461628
b6ad50e1ebacb386,2021-03-19 19:44:17.956,53.76,0.7978,53.76,55.68,55.68,0.0003058549773413688,0.0760607197880745,0.0017119947588071227,0.7421419024467468,0.011514168232679367,0.14062608778476715,0.0030076371040195227,0.024631548672914505
b6ad50e1ebacb386,2021-03-19 19:44:17.956,55.68,0.7978,55.68,57.6,57.6,0.00014851785090286285,0.18950462341308594,0.0004906825488433242,0.4055894911289215,0.00045896912342868745,0.40038827061653137,0.00027192450943402946,0.0031475520227104425
b6ad50e1ebacb386,2021-03-19 19:44:17.956,57.6,0.7978,57.6,59.52,59.52,0.0015312465839087963,0.5790521502494812,0.009770951233804226,0.10645966231822968,0.005390887148678303,0.23754331469535828,0.017658719792962074,0.04259306564927101
b6ad50e1ebacb386,2021-03-19 19:44:17.956,59.52,0.7978,59.52,61.440000000000005,61.440000000000005,0.00030730050639249384,0.8264077305793762,0.0036073820665478706,0.052881237119436264,0.0008619285654276609,0.10022079199552536,0.0027237210888415575,0.01298989076167345
b6ad50e1ebacb386,2021-03-19 19:44:17.956,61.44,0.7978,61.44,63.36,63.36,0.0029557249508798122,0.10547090321779251,0.0010207925224676728,0.7349776029586792,0.01215056236833334,0.09033723175525665,0.03477555513381958,0.018311550840735435
b6ad50e1ebacb386,2021-03-19 19:44:17.956,63.36,0.7978,63.36,65.28,65.28,8.909031021175906e-05,0.015196779742836952,9.369212057208642e-05,0.038609109818935394,0.0004226987366564572,0.9442174434661865,0.000716722512152046,0.0006544966599904001
b6ad50e1ebacb386,2021-03-19 19:44:17.956,65.28,0.7978,65.28,67.2,67.2,0.0005724395159631968,0.4308834671974182,0.0004906815011054277,0.15278756618499756,0.002795801730826497,0.3775300979614258,0.0049753813073039055,0.029964547604322433
b6ad50e1ebacb386,2021-03-19 19:44:17.956,67.2,0.7978,67.2,69.12,69.12,0.0004902001237496734,0.5262850522994995,0.001135920058004558,0.18045805394649506,0.004605116322636604,0.26761117577552795,0.006179377902299166,0.013235118240118027
b6ad50e1ebacb386,2021-03-19 19:44:17.956,69.12,0.7978,69.12,71.04,71.04,0.0006230028229765594,0.48604702949523926,0.00619490398094058,0.16827984154224396,0.004063792526721954,0.08341850340366364,0.008633026853203773,0.24273993074893951
b6ad50e1ebacb386,2021-03-19 19:44:17.956,71.04,0.7978,71.04,72.96000000000001,72.96000000000001,0.0012304466217756271,0.12831498682498932,0.0033901964779943228,0.02017361670732498,0.006648528855293989,0.8108388781547546,0.017882702872157097,0.011520612053573132
b6ad50e1ebacb386,2021-03-19 19:44:17.956,72.96,0.7978,72.96,74.88,74.88,0.004028114024549723,0.48102492094039917,0.004478469956666231,0.3353491425514221,0.010960779152810574,0.0782661885023117,0.021120453253388405,0.06477197259664536
b6ad50e1ebacb386,2021-03-19 19:44:17.956,74.88,0.7978,74.88,76.8,76.8,5.941501513007097e-05,0.12796184420585632,0.00033129745861515403,0.732223629951477,0.0016091460129246116,0.13456910848617554,0.00022343923046719283,0.0030220590997487307
b6ad50e1ebacb386,2021-03-19 19:44:17.956,76.8,0.7978,76.8,78.72,78.72,0.0001512468879809603,0.011219806037843227,0.0003526404907461256,0.9369091987609863,0.00045627765939570963,0.048370882868766785,0.0016666798619553447,0.0008732140995562077
b6ad50e1ebacb386,2021-03-19 19:44:17.956,78.72,0.7978,78.72,80.64,80.64,0.0004343038599472493,0.16452407836914062,0.0007792928372509778,0.4272840917110443,0.004525168798863888,0.36520037055015564,0.00876632984727621,0.028486352413892746
